long,lat,country
20.766667,47.616667,0
27.3,45.416667,1
26.233333,44.833333,1
28.093056,46.168889,1
17.365794,47.476756,0
18.583333,47.45,0
16.683332999999998,46.783333,0
18.666667,47.283333,0
25.333333,47.883333,1
27.483333,45.516667,1
24.683333,43.8,1
24.783333,44.933333000000005,1
18.197256,46.197256,0
17.558923,47.101963,0
26.483333,48.033333,1
24.55,44.4,1
26.383333,47.316666999999995,1
27.283333,46.766667,1
20.816667,46.383333,0
24.65,45.183333000000005,1
20.45,46.116667,1
28.416666999999997,44.183333000000005,1
17.65,46.883333,0
19.5,47.466667,0
23.116667,44.6,1
24.3,47.183333000000005,1
27.016667,46.666667,1
17.000873000000002,47.028751,0
20.516667,48.466667,0
24.883333,46.95,1
25.633333,45.766667,1
16.702398000000002,46.660001,0
26.933333,46.2,1
23.616667,43.916667,1
22.06752,47.862733,0
25.833333,46.016667,1
24.233333,45.966667,1
24.533333,44.283333,1
26.983333,45.433333000000005,1
24.233333,44.25,1
22.733333,46.266667,1
23.116667,46.883333,1
25.733333,45.133333,1
28.366667,44.05,1
22.251534,47.975355,0
22.3,46.216667,1
21.683333,45.066666999999995,1
25.366667,45.566666999999995,1
24.666667,46.416667,1
24.016667,47.25,1
20.766667,48.366667,0
17.633333,47.433333000000005,0
22.15,47.25,1
28.038056,46.926111,1
18.98457,46.253522,0
22.3,46.7,1
28.133333,44.85,1
20.281113,46.351873,0
23.15,44.566666999999995,1
21.983333,47.416667,0
25.766667,45.183333000000005,1
20.35,46.516667,0
18.083333,46.016667,0
19.8,47.5,0
22.116667,46.683333000000005,1
19.633333,48.233333,0
19.133333,47.783333,0
24.6,46.783333,1
18.316667,46.966667,0
24.283333,44.416667,1
17.55024,46.052645,0
26.683333,48.133333,1
20.333333,46.216667,0
17.716667,46.933333000000005,0
26.4,46.433333000000005,1
24.433333,47.816666999999995,1
23.616667,44.733333,1
25.416667,44.616667,1
16.967731,46.99045,0
25.966667,44.766667,1
18.183333,46.5,0
23.183333,44.283333,1
23.383333,46.866667,1
17.8,46.433333000000005,0
23.283333,45.05,1
21.6,46.2,1
26.266667,47.5,1
25.283333,46.35,1
16.835282,47.615327,0
21.61,44.941389,1
26.4,44.7,1
24.733333,46.566666999999995,1
27.416666999999997,47.183333000000005,1
27.616667,47.083333,1
22.0,47.533333,0
18.416667,46.166667,0
26.4,46.9,1
18.966667,47.316666999999995,0
19.15,46.066666999999995,0
23.783333,44.383333,1
16.533333,47.066666999999995,0
21.683333,47.8,0
26.733333,47.866667,1
20.283333,47.6,0
27.033333,45.95,1
26.916666999999997,45.566666999999995,1
20.82,45.916667,1
21.3,46.95,0
22.8,46.383333,1
16.930811,46.788421,0
21.383056,45.638889,1
26.233333,45.0,1
17.041123000000002,46.827852,0
28.566667,43.75,1
21.210556,45.293889,1
19.15,47.766667,0
27.45,46.05,1
22.55,46.066666999999995,1
26.233333,44.983333,1
21.418332999999997,45.971389,1
23.183333,46.15,1
22.7,46.983333,1
20.25,46.983333,0
25.816667,47.816666999999995,1
19.2,46.2,0
19.783333,47.733333,0
21.016667,46.1,1
21.583333,47.216667,0
22.593056,44.373889,1
24.233333,46.783333,1
26.366667,44.35,1
25.583333,44.233333,1
27.3,45.883333,1
25.383333,44.033333,1
26.116667,44.683333000000005,1
22.25,45.483333,1
17.518738,47.767033000000005,0
26.233333,46.933333000000005,1
23.533333,44.483333,1
28.266667,43.8,1
20.583333,47.2,0
26.416666999999997,47.45,1
24.883333,46.25,1
24.5,45.183333000000005,1
21.016667,48.45,0
26.733333,47.4,1
24.05,46.116667,1
24.883333,46.55,1
18.716667,47.666667,0
24.6,44.9,1
17.984702,45.942271000000005,0
16.75,47.25,0
24.583333,44.883333,1
22.316667,46.633333,1
27.233333,46.75,1
25.0,44.4,1
22.45,47.533333,1
21.2,46.016667,1
28.45,45.016667,1
27.066667,46.716667,1
22.183333,45.533333,1
23.633333,46.283333,1
18.716667,47.25,0
21.862778,44.841944,1
22.1,48.266667,0
26.216667,44.633333,1
17.87867,46.342413,0
21.05,47.716667,0
26.3,44.383333,1
20.633333,48.166667,0
22.65,46.216667,1
26.55,47.016667,1
17.033333,46.65,0
17.512178,46.096686,0
18.616667,47.316666999999995,0
25.933333,45.433333000000005,1
26.166667,47.116667,1
22.55,45.4,1
21.916667,47.683333000000005,0
22.833333,45.683333000000005,1
22.883333,44.616667,1
18.496847,46.386635,0
16.645419,47.034533,0
19.253716,47.070383,0
22.65,47.25,1
24.133333,43.966667,1
24.566667,45.216667,1
21.766667,45.383333,1
22.483333,46.533333,1
21.816667,48.116667,0
24.916667,46.566666999999995,1
24.1,45.7,1
27.2,45.616667,1
19.594099,47.998001,0
24.1,47.183333000000005,1
18.495556,45.885278,0
